tenure_months,tenure_years,tenure_bucket,tenure_quartile,monthly_charges,total_charges,avg_monthly_spend,charge_per_service,estimated_clv,monthly_charge_quartile,total_services,service_diversity,premium_service_count,risk_score,risk_factors_count,tenure_contract_interaction,gender_male,is_senior,has_partner,has_dependents,has_family,senior_alone,phone_service_flag,multiple_lines_flag,has_internet,internet_fiber,internet_dsl,online_security_flag,online_backup_flag,device_protection_flag,tech_support_flag,streaming_tv_flag,streaming_movies_flag,has_security_bundle,has_support_bundle,has_streaming_bundle,contract_length,is_month_to_month,has_long_contract,payment_electronic_check,payment_mailed_check,payment_bank_transfer,payment_credit_card,has_auto_payment,paperless_billing_flag,is_new_customer,is_established,is_loyal,is_high_value,spending_trend,risk_mtm,risk_new,risk_echeck,risk_no_support,risk_high_charge,risk_fiber,high_risk_flag,new_high_value,mtm_high_value,senior_mtm,fiber_no_support,churn,customer_id
1,0.08333333333333333,1,1,79.35,79.35,79.35,26.45,1031.55,3,3,0.3333333333333333,1,10,6,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,5919-TMRGD
11,0.9166666666666666,2,2,50.55,565.35,51.39545454545455,12.6375,1171.9499999999998,2,4,0.4444444444444444,3,5,2,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,8108-UXRQN
7,0.5833333333333334,2,1,75.15,496.9,70.98571428571428,25.05,1398.7,3,3,0.3333333333333333,1,5,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,-1,1,0,0,0,1,1,1,0,1,0,0,1,9191-MYQKX
42,3.5,4,3,103.8,4327.5,103.03571428571429,14.828571428571427,5573.1,4,7,0.7777777777777778,5,4,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,9919-YLNNG
49,4.083333333333333,5,3,20.15,973.35,19.864285714285714,20.15,1215.15,1,1,0.1111111111111111,0,1,1,98,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0318-ZOPWS
9,0.75,2,1,99.3,918.75,102.08333333333333,16.55,2110.35,4,6,0.6666666666666666,3,4,2,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,4445-ZJNMU
35,2.9166666666666665,4,3,62.15,2215.45,63.29857142857142,15.5375,2961.25,2,4,0.4444444444444444,2,0,0,35,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4808-YNLEU
48,4.0,4,3,20.65,1057.0,22.020833333333332,20.65,1304.8,1,1,0.1111111111111111,0,1,1,96,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1862-QRWPE
46,3.8333333333333335,4,3,19.95,927.1,20.15434782608696,19.95,1166.5,1,1,0.1111111111111111,0,1,1,92,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2796-NNUFI
29,2.4166666666666665,4,2,33.75,1009.25,34.80172413793103,16.875,1414.25,1,2,0.2222222222222222,1,4,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3016-KSVCP
30,2.5,4,3,82.05,2570.2,85.67333333333333,20.5125,3554.7999999999997,3,4,0.4444444444444444,2,4,2,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,4767-HZZHQ
1,0.08333333333333333,1,1,74.7,74.7,74.7,24.900000000000002,971.1000000000001,3,3,0.3333333333333333,1,8,4,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,2424-WVHPL
66,5.5,5,4,84.0,5714.25,86.57954545454545,10.5,6722.25,3,8,0.8888888888888888,5,0,0,132,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7233-PAHHL
65,5.416666666666667,5,4,111.05,7107.0,109.33846153846154,13.88125,8439.6,4,8,0.8888888888888888,5,4,2,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,6067-NGCEU
72,6.0,5,4,100.9,7459.05,103.59791666666666,14.414285714285715,8669.85,4,7,0.7777777777777778,4,1,1,144,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,9848-JQJTX
12,1.0,2,2,78.95,927.35,77.27916666666667,19.7375,1874.75,3,4,0.4444444444444444,1,6,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,0,0,1,1,0,1,0,1,1,8637-XJIVR
71,5.916666666666667,5,4,66.85,4748.7,66.8830985915493,11.141666666666666,5550.9,2,6,0.6666666666666666,3,0,0,71,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9803-FTJCG
5,0.4166666666666667,1,1,21.05,113.85,22.77,21.05,366.45000000000005,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0278-YXOOG
52,4.333333333333333,5,3,21.0,1107.2,21.292307692307695,21.0,1359.2,1,1,0.1111111111111111,0,1,1,104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3212-KXOCR
25,2.0833333333333335,4,2,98.5,2514.5,100.58,16.416666666666668,3696.5,4,6,0.6666666666666666,4,6,3,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,4598-XLKNJ
1,0.08333333333333333,1,1,20.2,20.2,20.2,20.2,262.59999999999997,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,6380-ARCEH
1,0.08333333333333333,1,1,19.45,19.45,19.45,19.45,252.84999999999997,1,1,0.1111111111111111,0,8,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,3679-XASPY
38,3.1666666666666665,4,3,95.0,3605.6,94.88421052631578,15.833333333333334,4745.6,4,6,0.6666666666666666,3,1,1,38,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,7123-WQUHX
66,5.5,5,4,45.55,3027.25,45.86742424242424,11.3875,3573.85,2,4,0.4444444444444444,3,0,0,66,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5386-THSLQ
68,5.666666666666667,5,4,110.0,7611.85,111.93897058823529,13.75,8931.85,4,8,0.8888888888888888,5,1,1,136,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3192-NQECA
5,0.4166666666666667,1,1,24.3,100.2,20.04,24.3,391.8,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,6180-YBIQI
72,6.0,5,4,104.15,7303.05,101.43125,14.87857142857143,8552.85,4,7,0.7777777777777778,4,3,2,72,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,0,1,0,6728-DKUCO
32,2.6666666666666665,4,3,30.15,927.65,28.9890625,15.075,1289.4499999999998,1,2,0.2222222222222222,1,0,0,32,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,9750-BOOHV
43,3.5833333333333335,4,3,94.35,3921.3,91.19302325581396,18.869999999999997,5053.5,4,5,0.5555555555555556,2,2,2,43,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,1,0,1,0,0,0,0,1,0,8597-CWYHH
72,6.0,5,4,19.4,1363.25,18.93402777777778,19.4,1596.05,1,1,0.1111111111111111,0,1,1,144,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,2848-YXSMW
55,4.583333333333333,5,3,96.75,5238.9,95.25272727272727,16.125,6399.9,4,6,0.6666666666666666,3,6,3,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,1,1,0,1,0,1,1,0486-HECZI
52,4.333333333333333,5,3,57.95,3042.25,58.50480769230769,11.59,3737.65,2,5,0.5555555555555556,3,0,0,52,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4549-ZDQYY
43,3.5833333333333335,4,3,91.65,3954.1,91.95581395348837,18.330000000000002,5053.9,4,5,0.5555555555555556,3,6,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,5712-AHQNN
37,3.0833333333333335,4,3,76.5,2868.15,77.51756756756757,25.5,3786.15,3,3,0.3333333333333333,0,8,5,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,4846-WHAFZ
64,5.333333333333333,5,4,54.6,3423.5,53.4921875,10.92,4078.7,2,5,0.5555555555555556,4,2,1,128,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0,1,1,0,0,0,0,1,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,5256-SKJGO
3,0.25,1,1,89.85,248.4,82.8,17.97,1326.6,3,5,0.5555555555555556,3,8,4,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,1,1,1,1,0,1,0,3071-VBYPO
36,3.0,4,3,31.05,1126.35,31.287499999999998,15.525,1498.9499999999998,1,2,0.2222222222222222,1,0,0,72,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9560-BBZXK
10,0.8333333333333334,2,2,100.25,1064.65,106.465,16.708333333333332,2267.65,4,6,0.6666666666666666,3,6,3,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,5299-RULOA
41,3.4166666666666665,4,3,20.65,835.15,20.36951219512195,20.65,1082.95,1,1,0.1111111111111111,0,1,1,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,8402-OOOHJ
27,2.25,4,2,85.2,2151.6,79.68888888888888,17.04,3174.0,3,5,0.5555555555555556,2,4,2,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,9445-ZUEQE
56,4.666666666666667,5,4,99.8,5515.45,98.49017857142857,16.633333333333333,6713.049999999999,4,6,0.6666666666666666,3,1,1,56,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1091-SOZGA
6,0.5,1,1,20.7,112.75,18.791666666666668,20.7,361.15,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,2928-HLDBA
3,0.25,1,1,74.4,229.55,76.51666666666667,24.8,1122.3500000000001,3,3,0.3333333333333333,0,9,5,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0404-SWRVG
7,0.5833333333333334,2,1,50.7,350.35,50.050000000000004,16.900000000000002,958.7500000000001,2,3,0.3333333333333333,1,3,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,6497-TILVL
4,0.3333333333333333,1,1,20.85,62.9,15.725,20.85,313.1,1,1,0.1111111111111111,0,6,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,7219-TLZHO
33,2.75,4,3,88.95,3027.65,91.7469696969697,17.79,4095.05,3,5,0.5555555555555556,3,3,2,66,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4622-YNKIJ
27,2.25,4,2,78.05,2135.5,79.0925925925926,19.5125,3072.1,3,4,0.4444444444444444,1,6,3,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,4412-YLTKF
72,6.0,5,4,23.55,1723.95,23.94375,11.775,2006.5500000000002,1,2,0.2222222222222222,0,1,1,144,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6734-PSBAW
1,0.08333333333333333,1,1,19.75,19.75,19.75,19.75,256.75,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3930-ZGWVE
71,5.916666666666667,5,4,56.45,3985.35,56.131690140845066,11.290000000000001,4662.75,2,5,0.5555555555555556,4,2,1,71,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2639-UGMAZ
13,1.0833333333333333,3,2,85.95,1215.65,93.51153846153846,21.4875,2247.05,3,4,0.4444444444444444,1,7,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,2876-GZYZC
25,2.0833333333333335,4,2,58.6,1502.65,60.106,9.766666666666667,2205.8500000000004,2,6,0.6666666666666666,5,3,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6207-WIOLX
67,5.583333333333333,5,4,50.55,3260.1,48.65820895522388,16.849999999999998,3866.7,2,3,0.3333333333333333,1,0,0,134,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,8587-XYZSF
1,0.08333333333333333,1,1,35.45,35.45,35.45,17.725,460.85,1,2,0.2222222222222222,1,8,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,3091-FYHKI
2,0.16666666666666666,1,1,44.35,81.25,40.625,22.175,613.45,2,2,0.2222222222222222,0,8,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,1,1,1,1,0,0,1,0,0,0,0,1,2372-HWUHI
43,3.5833333333333335,4,3,25.7,1188.2,27.632558139534886,12.85,1496.6,1,2,0.2222222222222222,0,1,1,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7799-LGRDP
23,1.9166666666666667,3,2,75.0,1778.5,77.32608695652173,25.0,2678.5,3,3,0.3333333333333333,1,4,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,7850-VWJUU
64,5.333333333333333,5,4,20.2,1277.75,19.96484375,20.2,1520.15,1,1,0.1111111111111111,0,1,1,128,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,3774-VBNXY
57,4.75,5,4,19.6,1170.55,20.5359649122807,19.6,1405.75,1,1,0.1111111111111111,0,1,1,114,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6217-KDYWC
1,0.08333333333333333,1,1,70.45,70.45,70.45,35.225,915.8500000000001,3,2,0.2222222222222222,0,8,5,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0390-DCFDQ
72,6.0,5,4,88.05,6425.65,89.24513888888889,9.783333333333333,7482.25,3,9,1.0,6,0,0,144,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3146-MSEGF
8,0.6666666666666666,2,1,71.15,563.65,70.45625,11.858333333333334,1417.45,3,6,0.6666666666666666,3,5,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,1,0,1,0,0,1,4080-OGPJL
61,5.083333333333333,5,4,101.05,5971.25,97.88934426229508,16.841666666666665,7183.85,4,6,0.6666666666666666,3,1,1,122,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,2,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1095-WGNGG
64,5.333333333333333,5,4,84.3,5289.05,82.64140625,16.86,6300.65,3,5,0.5555555555555556,2,1,1,64,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,2636-SJDOU
71,5.916666666666667,5,4,23.95,1756.2,24.735211267605635,11.975,2043.6,1,2,0.2222222222222222,0,1,1,142,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1131-QQZEB
65,5.416666666666667,5,4,99.05,6416.7,98.71846153846154,14.15,7605.299999999999,4,7,0.7777777777777778,4,1,1,130,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,5716-EZXZN
3,0.25,1,1,19.6,61.35,20.45,19.6,296.55,1,1,0.1111111111111111,0,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6837-BJYDQ
1,0.08333333333333333,1,1,45.65,45.65,45.65,22.825,593.4499999999999,2,2,0.2222222222222222,0,8,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,2135-RXIHG
30,2.5,4,3,64.5,1929.95,64.33166666666666,12.9,2703.95,2,5,0.5555555555555556,3,0,0,30,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6440-DKQGE
15,1.25,3,2,69.5,1071.4,71.42666666666668,11.583333333333334,1905.4,2,6,0.6666666666666666,4,3,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3466-BYAVD
8,0.6666666666666666,2,1,68.55,564.35,70.54375,13.709999999999999,1386.9499999999998,2,5,0.5555555555555556,3,5,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3780-YVMFA
7,0.5833333333333334,2,1,95.0,655.5,93.64285714285714,19.0,1795.5,4,5,0.5555555555555556,2,5,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,1,1,0,1,0,1,1,3874-EQOEP
70,5.833333333333333,5,4,108.15,7930.55,113.29357142857143,13.51875,9228.35,4,8,0.8888888888888888,5,1,1,70,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1679-JRFBR
62,5.166666666666667,5,4,86.1,5215.25,84.11693548387096,10.7625,6248.45,3,8,0.8888888888888888,6,2,1,124,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,9073-ZZIAY
6,0.5,1,1,19.7,113.5,18.916666666666668,19.7,349.9,1,1,0.1111111111111111,0,6,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,3077-RSNTJ
14,1.1666666666666667,3,2,80.9,1152.8,82.34285714285714,26.96666666666667,2123.6,3,3,0.3333333333333333,1,6,4,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,6551-GNYDG
22,1.8333333333333333,3,2,84.15,1821.95,82.81590909090909,21.0375,2831.75,3,4,0.4444444444444444,1,5,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,-1,1,0,0,1,0,1,1,0,1,0,1,0,9167-APMXZ
22,1.8333333333333333,3,2,20.15,419.9,19.086363636363636,20.15,661.6999999999999,1,1,0.1111111111111111,0,1,1,22,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,2749-CTKAJ
16,1.3333333333333333,3,2,64.25,1024.0,64.0,12.85,1795.0,2,5,0.5555555555555556,3,0,0,32,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6371-NZYEG
10,0.8333333333333334,2,2,25.7,251.6,25.16,12.85,560.0,1,2,0.2222222222222222,0,1,1,20,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,7554-NEWDD
13,1.0833333333333333,3,2,56.0,764.55,58.81153846153846,14.0,1436.55,2,4,0.4444444444444444,2,5,2,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,8992-VONJD
20,1.6666666666666667,3,2,82.4,1592.35,79.61749999999999,20.6,2581.15,3,4,0.4444444444444444,1,6,3,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,1,0,1,0,1,1,0867-MKZVY
2,0.16666666666666666,1,1,69.7,135.2,67.6,34.85,971.6000000000001,2,2,0.2222222222222222,0,10,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,1,1,1,1,1,1,1,0,0,0,1,0,4482-EWFMI
